Madison Brewing & Pub,f4HWSu,Bennington,Vermont,42.878094,-73.1968001
Pizza Port,QSVVxD,Carlsbad,California,33.1580933,-117.3505939
Nicolet Brewing,GQqWwb,Florence,Wisconsin,45.9224168,-88.2520047
Seven Barrel Brewery,DXvlfF,West Lebanon,New Hampshire,43.6491667,-72.3102778
Dragonmead Brewery,fxO4GX,Warren,Michigan,42.5144566,-83.0146526
Steelhead Brewing,X3cZyU,Burlingame,California,37.5841026,-122.3660825
Carolina Beer,h1EJ6z,Mooresville,North Carolina,35.5848596,-80.8100724
Lake Louie Brewing,PfbcZa,Arena,Wisconsin,43.165548,-89.9129013
Cross Plains Beer,xb8vJE,Cross Plains,Wisconsin,43.1144385,-89.6556777
Hyde Park Brewing,ZtC7fU,Hyde Park,New York,41.7910815,-73.9076022
North Peak Brewing,Z4ccUg,Traverse City,Michigan,44.7630567,-85.6206317
Kellys Caribbean Bar & Grill & Brewery,dR8W7I,Key West,Florida,24.5557025,-81.7825914
Trailhead Brewing,SrMadz,St. Charles,Missouri,38.788698,-90.511764
Oak Creek Brewing,E9NviI,Sedona,Arizona,34.8697395,-111.7609896
Blue Frog Grog and Grill,jRHCqE,Fairfield,California,38.2493581,-122.0399663
High Falls Brewing,Qg6dpg,Rochester,New York,43.16103,-77.6109219
Taps Fish House and Brewery,ceEcjf,Brea,California,33.9166805,-117.9000604
Tuckerman Brewing,HuvS2Z,Conway,New Hampshire,43.9791831,-71.1203479
Granite City Food & Brewery,UE32HU,St. Louis Park,Minnesota,44.9486,-93.364874
Florida Beer,eBelPz,Melbourne,Florida,28.0836269,-80.6081089
Coeur D Alene Brewing,rUnaAI,Coeur d Alene,Idaho,47.6776832,-116.7804664
Brays Brewing,48ulk9,Naples,Maine,43.970514,-70.610867
Sebago Brewing,Qxl1aG,Gorham,Maine,43.6795314,-70.4442252
Liberal Cup Public House and Brewery,eFi1I6,Hallowell,Maine,44.2859022,-69.7908786
Sheepscot Valley Brewing,SOyVqa,Whitefield,Maine,44.17,-69.6252778
Taylors & Brewery,LjKPCU,San Diego,California,32.7153292,-117.1572551
Ironworks Brewery and Pub,8LAl4e,Lakewood,Colorado,39.7047095,-105.0813734
Gore Range Brewery,1MgRdV,Edwards,Colorado,39.644986,-106.5942
Sun Valley Brewing,60qj0h,Hailey,Idaho,43.5196288,-114.3153245
Dark Horse Brewing,HVsapW,Marshall,Michigan,42.2722641,-84.9633148
Rochester Mills Beer,sbVFqO,Rochester,Michigan,42.680588,-83.1338214
Empyrean Brewing,dN5GFB,Lincoln,Nebraska,40.806862,-96.681679
Krebs Brewing,Qw5Pn5,Krebs,Oklahoma,34.9278748,-95.7158221
Library Sports Grille & Brewery,GZQpRX,Laramie,Wyoming,41.3113669,-105.5911007
Mt. Hood Brewing,QclQFK,Government Camp,Oregon,45.3040072,-121.7547998
Mountain Sun Pub & Brewery,fQwjb1,Boulder,Colorado,40.0149856,-105.2705456
Faultline Brewing,u8vOWi,Sunnyvale,California,37.36883,-122.0363496
Mammoth Brewing,1U4v5y,Mammoth Lakes,California,37.648546,-118.972079
Mehana Brewing,NcvyGD,Hilo,Hawaii,19.7297222,-155.09
Ellicottville Brewing,c1ade9,Ellicottville,New York,42.2750639,-78.6728071
Golden Avalanche Brewing,dGsbpB,Kutztown,Pennsylvania,40.5173165,-75.7774177
Outer Banks Brewing Station,Rew3Ib,Kill Devil Hills,North Carolina,36.0307226,-75.6760101
Starr Hill,4TuN55,Crozet,Virginia,38.0695815,-78.700575
Fredericksburg Brewing,eTJ9AZ,Fredericksburg,Texas,30.2752011,-98.8719843
Thomas Hooker Brewing,UBBbRq,Bloomfield,Connecticut,41.8394458,-72.7333604
Seasons Brewing,PprWrh,Atlanta,Georgia,33.7489954,-84.3879824
The Brewers Art,YytkpO,Baltimore,Maryland,39.2903848,-76.6121893
Flatlanders & Brewery,HpCaNH,Lincolnshire,Illinois,42.1900249,-87.9084039
Trinity Brewhouse,BVju6a,Providence,Rhode Island,41.8239891,-71.4128343
Flying Bison Brewing,7SY01j,Buffalo,New York,42.8864468,-78.8783689
Pearl Street Grill & Brewery,ELJRna,Buffalo,New York,42.8864468,-78.8783689
Blue Point Brewing,zo4Tui,Patchogue,New York,40.7656538,-73.0151084
Amherst Brewing,d8IJKF,Amherst,Massachusetts,42.366667,-72.516667
Tugboat Brewing,sU6mNv,Portland,Oregon,45.5234515,-122.6762071
ChopHouse & Brewery Cleveland,hpnoHn,Cleveland,Ohio,41.4994954,-81.6954088
Augusta Brewing,Sldiyh,Augusta,Missouri,38.5725523,-90.882081
Port Townsend Brewing,w3imcu,Port Townsend,Washington,48.1170387,-122.7604472
Woodward Avenue Brewers,EkMJ0d,Ferndale,Michigan,42.4605917,-83.1346478
Starr Hill,4TuN55,Crozet,Virginia,38.0695815,-78.700575
Fredericksburg Brewing,eTJ9AZ,Fredericksburg,Texas,30.2752011,-98.8719843
Thomas Hooker Brewing,UBBbRq,Bloomfield,Connecticut,41.8394458,-72.7333604
Seasons Brewing,PprWrh,Atlanta,Georgia,33.7489954,-84.3879824
The Brewers Art,YytkpO,Baltimore,Maryland,39.2903848,-76.6121893
Flatlanders & Brewery,HpCaNH,Lincolnshire,Illinois,42.1900249,-87.9084039
Trinity Brewhouse,BVju6a,Providence,Rhode Island,41.8239891,-71.4128343
Flying Bison Brewing,7SY01j,Buffalo,New York,42.8864468,-78.8783689
Pearl Street Grill & Brewery,ELJRna,Buffalo,New York,42.8864468,-78.8783689
LaConner Brewing,YiRC7H,LaConner,Washington,48.3887142,-122.4962752
Put-in-Bay Brewing,TinWeR,Put In Bay,Ohio,41.638387,-82.826989
Peter Bs Brewpub,gVV0jE,Monterey,California,36.6002378,-121.8946761
Independence Brewing,mCJhuP,Austin,Texas,30.267153,-97.7430608
Walnut Brewery,ATZH3J,Boulder,Colorado,40.0149856,-105.2705456
Jamesport Brewing,mJiBMs,Ludington,Michigan,43.9552825,-86.4525831
Northampton Brewery,GPAv9Q,Northampton,Massachusetts,42.3250896,-72.6412013
Ramapo Valley Brewery,N9M4QL,Hilburn,New York,41.1239845,-74.1693119
Lengthwise,PcGOzE,Bakersfield,California,35.3732921,-119.0187125
E & O Trading,4VZysG,San Francisco,California,37.7749295,-122.4194155
Silverado Brewing,eEWCFd,St. Helena,California,38.5027778,-122.4697222
Durango Brewing,xsnJ3o,Durango,Colorado,37.27528,-107.8800667
Silver Gulch Brewing & Bottling,1unO6C,Fairbanks,Alaska,64.8377778,-147.7163889
Pumphouse Brewery and,ihEkIF,Longmont,Colorado,40.1672068,-105.1019275
Palmetto Brewing,Fvb1JY,Charleston,South Carolina,32.7765656,-79.9309216
Hood Canal Brewery,Yr1UcD,Kingston,Washington,47.7987072,-122.4981921
Six Rivers Brewery,VBgchw,McKinleyville,California,40.9465152,-124.1006205
Back Road Brewery,w2WxaR,LaPorte,Indiana,41.611143,-86.7227195
Moab Brewery,mLNnA3,Moab,Utah,38.5733155,-109.5498395
Hoster Brewing,u2ik6i,Columbus,Ohio,39.9611755,-82.9987942
Broad Ripple Brewing,S4ShGM,Indianapolis,Indiana,39.768403,-86.158068
Pizza Port,QSVVxD,Solana Beach,California,32.991155,-117.2711481
Buckeye Brewing,dejdzl,Lakewood,Ohio,41.4819932,-81.7981908
Olde Burnside Brewing,WYN4LR,East Hartford,Connecticut,41.7634219,-72.6128339
Moon River Brewing,6ZRSE6,Savannah,Georgia,32.0835407,-81.0998342
San Pedro Brewing,YBW4h3,San Pedro,California,33.7360619,-118.2922461
Traffic Jam and Snug,qXdmUY,Detroit,Michigan,42.331427,-83.0457538
Smoky Mountain Brewery &,3BHBJh,Gatlinburg,Tennessee,35.714259,-83.5101638
Santa Barbara Brewing,XpKeJe,Santa Barbara,California,34.4208305,-119.6981901
High Noon Saloon & Brewery,gbhf9E,Leavenworth,Kansas,39.3111112,-94.9224637
Green Mill & Bar,02rQpe,St. Paul,Minnesota,44.9537029,-93.0899578
Mesa Cerveza,xXnhis,Cortez,Colorado,37.3488827,-108.5859265
Beaver Street Brewery,b3x3Dh,Flagstaff,Arizona,35.2013516,-111.639249
North By Northwest and Brewery,zVwJPQ,Austin,Texas,30.267153,-97.7430608
Royal Oak Brewery,7Ews9G,Royal Oak,Michigan,42.4894801,-83.1446485
Draught House Pub & Brewery,3TPLoz,Austin,Texas,30.267153,-97.7430608
Central Waters Brewing,FsjaTu,Amherst,Wisconsin,44.4508079,-89.2848359
Boundary Bay Brewery,biGe6O,Bellingham,Washington,48.7595529,-122.4882249
Piece Brewery & Pizzeria,WhR9b5,Chicago,Illinois,41.8781136,-87.6297982
Great Waters Brewing,95h0NL,St. Paul,Minnesota,44.9537029,-93.0899578
Hilton Head Brewing,cJF1Oj,Hilton Head Island,South Carolina,32.216316,-80.752608
Thirsty Dog Brewing,dE1AzX,Akron,Ohio,41.0814447,-81.5190053
Copper Canyon Brewery,lNkCjb,Southfield,Michigan,42.4733688,-83.2218731
The Brewery at Lake Tahoe,JHbtg4,South Lake Tahoe,California,38.939926,-119.9771868
Elevator Brewing,CWEvMg,Columbus,Ohio,39.9611755,-82.9987942
Callys & Brewing,QlpVUy,Harrisonburg,Virginia,38.4495688,-78.8689155
Morgan Street Brewery,KAiRTh,St. Louis,Missouri,38.6270025,-90.1994042
Park Tavern Brewery,VKGvCs,Atlanta,Georgia,33.7489954,-84.3879824
Kuhnhenn Brewing,EUNX3E,Warren,Michigan,42.5144566,-83.0146526
Black Forest Brew Haus,oWdjyM,Farmingdale,New York,40.7325997,-73.4454009
South Shore Brewery,Trrbu5,Ashland,Wisconsin,46.5924428,-90.8837982
Stumptown Brewery,KeILJZ,Guerneville,California,38.5018575,-122.9961102
Craftsman Brewing,0k2SXz,Pasadena,California,34.1477849,-118.1445155
Bull & Bush Pub & Brewery,r37Xee,Denver,Colorado,39.737567,-104.9847179
Sherwood Forest Brewers,h2Q89S,Marlborough,Massachusetts,42.3459271,-71.5522874
Fitgers Brewhouse,LE4tZR,Duluth,Minnesota,46.7866719,-92.1004852
Pratt Street Ale House,2aIo1M,Baltimore,Maryland,39.2903848,-76.6121893
McKenzie Brew House,lWoHzF,Glen Mills,Pennsylvania,39.9192772,-75.4915896
Hawaii Nui Brewing,NcvyGD,Lihue,Hawaii,21.9811111,-159.3711111
Farnum Hill Ciders,7rarEm,Lebanon,New Hampshire,43.6422934,-72.2517569
Maine Coast Brewing,zdKmrt,Bar Harbor,Maine,44.3876119,-68.2039123
Tenaya Creek & Brewery,MSB2i0,Las Vegas,Nevada,36.114646,-115.172816
Mackinaw Brewing,KqDrOr,Traverse City,Michigan,44.7630567,-85.6206317
Jasper Murdocks Alehouse,plvi9O,Norwich,Vermont,43.7302778,-72.3030556
Lake Placid Pub & Brewery,1zKQj1,Lake Placid,New York,44.2794911,-73.9798713
Firehouse Brewing,c3GFRK,Rapid City,South Dakota,44.0805434,-103.2310149
Moosejaw Pizza & Brewing,oTmJ8i,Wisconsin Dells,Wisconsin,43.6274794,-89.7709579
Rohrbach Brewing,qf2Fx1,Rochester,New York,43.16103,-77.6109219
Stewarts Brewing,HC4oX3,Bear,Delaware,39.6292788,-75.6582628
Water Street Brewery,Xwj7m7,Delafield,Wisconsin,43.060842,-88.4037079
Padre Island Brewing,YmURzO,South Padre Island,Texas,26.1118401,-97.1681257
North End Tavern & Brewery,7MLLbj,Parkersburg,West Virginia,39.2667418,-81.5615135
Alpine Beer,vDxSPd,Alpine,California,32.8350521,-116.7664109
Pearl Street Brewery,LWD44j,La Crosse,Wisconsin,43.8013556,-91.2395807
Golden Valley Brewery,vm4OsK,McMinnville,Oregon,45.2101162,-123.1987163
Minocqua Brewing,J4UYYJ,Minocqua,Wisconsin,45.8710837,-89.7092705
The B.O.B.s House of Brews,dm87SE,Grand Rapids,Michigan,42.9633599,-85.6680863
Old Market Pub and Brewery,sBybsd,Portland,Oregon,45.5234515,-122.6762071
Little Apple Brewing,KtZ4zD,Manhattan,Kansas,39.1836082,-96.5716694
Electric Brewing,wjECY4,Bisbee,Arizona,31.4481547,-109.9284084
Terrapin Beer,DPLTAJ,Athens,Georgia,33.95,-83.3833333
Delafield Brewhaus,50pUVJ,Delafield,Wisconsin,43.060842,-88.4037079
French Broad Brewing,MstViE,Asheville,North Carolina,35.5950581,-82.5514869
Blue Ridge Brewing,c7nI49,Greenville,South Carolina,34.8526176,-82.3940104
Catawba Valley Brewing,OCiWW5,Glen Alpine,North Carolina,35.7290167,-81.7792661
Lafayette Brewing,B2A0Gi,Lafayette,Indiana,40.4167022,-86.8752869
Johanssons Dining House,bIk08d,Westminster,Maryland,39.5753791,-76.9958149
Barley and Hops Grill and Microbrewery,JvvUYl,Frederick,Maryland,39.4142688,-77.4105409
Red Rock Brewing,PKc1Ee,Salt Lake City,Utah,40.7607793,-111.8910474
Alpine Brewing,uTRD6w,Oroville,Washington,48.9390509,-119.4356211
Blackstone & Brewery,fa0oqf,Nashville,Tennessee,36.1666667,-86.7833333
Cricket Hill Brewing,U0vh9j,Fairfield,New Jersey,40.8837406,-74.3059959
Ohio Brewing,64Bwb3,Akron,Ohio,41.0814447,-81.5190053
Diamond Bear Brewing,Xa3ue0,Little Rock,Arkansas,34.7464809,-92.2895948
Desert Edge Brewery,I6qy7r,Salt Lake City,Utah,40.7607793,-111.8910474
Thunder Canyon Brewery,xS4q3a,Tucson,Arizona,32.2217429,-110.926479
Terminal Gravity Brewing,b5cf0s,Enterprise,Oregon,45.4262617,-117.2787815
Tustin Brewing,jdCivW,Tustin,California,33.7458511,-117.826166
Island Brewing,AggcB4,Carpinteria,California,34.3988838,-119.5184564
Tampa Bay Brewing,eXqBnO,Tampa,Florida,27.950575,-82.4571776
Bozeman Brewing,MEZupX,Bozeman,Montana,45.6834599,-111.050499
Moffat Station & Brewery,GG6ptm,Winter Park,Colorado,39.8916537,-105.7630624
Bitter Root Brewing,rb0EaI,Hamilton,Montana,46.2483333,-114.1597222
Marietta Brewing,aUAUxp,Marietta,Ohio,39.415352,-81.4548436
Hazel Dell Brewpub,UaESet,Vancouver,Washington,45.6387281,-122.6614861
Red Lodge Ales,53gvKx,Red Lodge,Montana,45.1857782,-109.2468211
Front Street Brewery,77YOgn,Wilmington,North Carolina,34.2257255,-77.9447102
Judge Baldwins Brewing,gtM2to,Colorado Springs,Colorado,38.8338816,-104.8213634
River City Brewing,GHmRgx,Jacksonville,Florida,30.3321838,-81.655651
Olde Saratoga Brewing,urIFHW,Saratoga Springs,New York,43.0831301,-73.7845651
Freeport Brewing,bzv1qy,Freeport,Maine,43.8570065,-70.1031201
Pints Pub Brewery & Freehouse,YB2HwL,Denver,Colorado,39.737567,-104.9847179
Mill Creek Brewpub,7tGT1x,Walla Walla,Washington,46.0645809,-118.3430209
New Albanian Brewing,hZLFZg,New Albany,Indiana,38.2856247,-85.8241312
Switchback Brewing,KJmWjL,Burlington,Vermont,44.4758825,-73.212072
Green Flash Brewing,Nj8cgD,Vista,California,33.2000368,-117.2425355
Clay Pipe Brewing,GKdsWb,Westminster,Maryland,39.5753791,-76.9958149
John S. Rhodell Brewery,DcSoI4,Peoria,Illinois,40.6936488,-89.5889864
Sleeping Lady Brewing,pPkHlz,Anchorage,Alaska,61.2180556,-149.9002778
Harvest Moon Brewery,4JeSmy,New Brunswick,New Jersey,40.4862157,-74.4518188
Trap Rock Brewery,5B5OnQ,Berkeley Heights,New Jersey,40.6808726,-74.4310524
Callahans Pub & Brewery,BbwYWa,San Diego,California,32.7153292,-117.1572551
Original Sin Cidery,PRHAik,New York,New York,40.7143528,-74.0059731
Maui Brewing,fwCFE4,Lahaina,Hawaii,20.8783333,-156.6825
Redondo Beach Brewing,N60qpz,Redondo Beach,California,33.8491816,-118.3884078
Back Street Brewery,Lbvvk1,Yorba Linda,California,33.8886259,-117.8131125
Brew Brothers,Y47bEa,Reno,Nevada,39.5296329,-119.8138027
Red Oak Brewery,hNPjUO,Whitsett,North Carolina,36.0712466,-79.5644686
Sockeye Brewing,OHFZ8u,Boise,Idaho,43.6187102,-116.2146068
JT Schmids Brewhouse & Eatery,4ZdEkN,Anaheim,California,33.8352932,-117.9145036
Napa Valley Brewing,iiQZKi,Calistoga,California,38.5787965,-122.5797054
Engine House No.  and Brewery,UKFghU,Tacoma,Washington,47.2528768,-122.4442906
Kennebunkport Brewing,kBJfOD,Kennebunk,Maine,43.3845306,-70.54399
Barley Island Brewing,aUeHiX,Noblesville,Indiana,40.0455917,-86.0085955
Boulder Creek Brewing,eKF3uv,Boulder Creek,California,37.1260578,-122.1221869
Taylor Brewing,tBHo6G,Lombard,Illinois,41.8800296,-88.0078435
Bertrams Brewery and,PsixhL,Salmon,Idaho,45.1757547,-113.8959008
Brewery Creek Brewing,eZVnaZ,Mineral Point,Wisconsin,42.859997,-90.1798473
Bricktown Brewery,ynZSec,Dubuque,Iowa,42.5005583,-90.6645718
Calhouns,wyUwDi,Knoxville,Tennessee,35.9606384,-83.9207392
Carolina Brewery,JKx7GQ,Chapel Hill,North Carolina,35.9131996,-79.0558445
Charlie & Jakes Brewery & BBQ,WeZilR,Melbourne,Florida,28.0836269,-80.6081089
Courthouse Pub,9ms25g,Manitowoc,Wisconsin,44.0886059,-87.657584
Mistys Steakhouse Brewery,TZjROn,Lincoln,Nebraska,40.806862,-96.681679
Ellicott Mills Brewing,gpIn1h,Ellicott City,Maryland,39.2673283,-76.7983067
Flagstaff Brewing,wHJuVN,Flagstaff,Arizona,35.2013516,-111.639249
Gaslight Brewery &,o33q8U,South Orange,New Jersey,40.7489277,-74.2609903
Grumpy Troll,KGv5th,Mount Horeb,Wisconsin,43.008608,-89.7384562
Hoppers Grill & Brewery,JlfaGe,Midvale,Utah,40.6110589,-111.8999353
Illinois Brewing,pAxKr3,Bloomington,Illinois,40.4842027,-88.9936873
Jasper Ridge Brewery,2UZwM4,Ishpeming,Michigan,46.4885469,-87.6676358
Madison River Brewing,f4HWSu,Belgrade,Montana,45.7762463,-111.1770945
Franklins,4fM6Pf,Hyattsville,Maryland,38.9559442,-76.9455301
White Oak Cider,HzSUfO,Newberg,Oregon,45.3001178,-122.9731565
Manhattan Beach Brewing,G7WXOq,Manhattan Beach,California,33.8847361,-118.4109089
Ocean Avenue Brewing,1rSAVq,Laguna Beach,California,33.5422475,-117.7831104
Old Hat Brewery,ZL5BCn,Lawton,Michigan,42.1672629,-85.8469539
Olde Peninsula Brewpub and,nyWnVf,Kalamazoo,Michigan,42.2917069,-85.5872286
Pinnacle Peak Patio Steakhouse,Neba3O,Scottsdale,Arizona,33.4941704,-111.9260519
Pleasanton Main Street Brewery,VNc8nE,Pleasanton,California,37.6624312,-121.8746789
Raccoon River Brewing,HYk1fA,Des Moines,Iowa,41.6005448,-93.6091064
Randys  & Fun Hunters Brewery,LenMZf,Whitewater,Wisconsin,42.8336205,-88.7323272
Blackwater Brewing,LgSyMq,Davis,West Virginia,39.1287189,-79.4647739
Roosters Brewing,RMnsnJ,locations in Ogden and Layton,Utah,41.0602216,-111.9710529
Big Aloha Brewery,bHYB6A,Honolulu,Hawaii,21.3069444,-157.8583333
Portneuf Valley Brewing,m7mfHa,Pocatello,Idaho,42.8713032,-112.4455344
Sarasota Brewing,H09IRl,Sarasota,Florida,27.3364347,-82.5306527
Socorro Springs Brewing,0ayNIL,Socorro,New Mexico,34.0583995,-106.8914159
Spilker Ales,2jMtH0,Cortland,Nebraska,40.5060627,-96.7058484
Half Moon Bay Brewing,eUykxk,Half Moon Bay,California,37.4635519,-122.4285862
Haines Brewing,q878Wn,Haines,Alaska,59.2358333,-135.445
Homer Brewing,wXIgSm,Homer,Alaska,59.6425,-151.5483333
Thunderhead Brewing,ZlneD1,Kearney,Nebraska,40.6993303,-99.0816784
Highlands Hollow,4ucq5J,Boise,Idaho,43.6187102,-116.2146068
Top of the Hill & Brewery,buCABg,Chapel Hill,North Carolina,35.9131996,-79.0558445
White Winter Winery,uJBIop,Iron River,Wisconsin,46.5645775,-91.408211
Whitstran Brewing,xyWAj6,Prosser,Washington,46.2067997,-119.7689222
Vierling & Marquette Harbor Brewery,y1rOJS,Marquette,Michigan,46.5475825,-87.3955954
Silver Peak & Brewery,CpYuuR,Reno,Nevada,39.5296329,-119.8138027
Dempseys and Brewery,hHD54O,Petaluma,California,38.232417,-122.6366524
Three Rivers Eatery and Brewhouse,wsIHni,Farmington,New Mexico,36.7280583,-108.2186856
Downtown Joes & Brewery,3dfG76,Napa,California,38.2975381,-122.286865
Van Dyck,5wJgNs,Schenectady,New York,42.8142432,-73.9395687
Offshore Ale,adEaDT,Oak Bluffs,Massachusetts,41.4542793,-70.5619724
Southern Tier Brewing,x8kqVp,Lakewood,New York,42.1042241,-79.3331041
Herkimer Pub & Brewery,ZiwDNN,Minneapolis,Minnesota,44.983334,-93.26667
Valley Brewing,t3tKdn,Stockton,California,37.9577016,-121.2907796
Brew It Up!,OsDwRF,Sacramento,California,38.5815719,-121.4943996
High Desert Brewing,oMNpgF,Las Cruces,New Mexico,32.3199396,-106.7636538
Dodging Duck Brewhaus,75smtc,Boerne,Texas,29.7946641,-98.7319703
Blue Star Brewing,4nEMcq,San Antonio,Texas,29.4241219,-98.4936282
Schooners Grille & Brewery,ZxjAIJ,Antioch,California,38.0049214,-121.805789
ChopHouse & Brewery,hpnoHn,Washington,Washington DC,38.8951118,-77.0363658
Mount Tallac Brewing,fGD2YC,South Lake Tahoe,California,38.939926,-119.9771868
Carver Brewing,vefvPr,Durango,Colorado,37.27528,-107.8800667
Mount Pleasant,8X6H9w,Mount Pleasant,Michigan,43.5978075,-84.7675139
Altitude Chophouse and  Brewery,rTbl7p,Laramie,Wyoming,41.3113669,-105.5911007
Copper Creek Brewing,e0v4NA,Athens,Georgia,33.95,-83.3833333
Astoria Brewing,4q5nSU,Astoria,Oregon,46.1878841,-123.8312534
Frankenmuth Brewery,xUwGtE,Frankenmuth,Michigan,43.331691,-83.7380194
Liberty Steakhouse & Brewery,XOcBJQ,High Point,North Carolina,35.9556923,-80.0053176
Downtown Grill & Brewery,Cjq3F9,Knoxville,Tennessee,35.9606384,-83.9207392
Baron Brewing & Lunar Brewing,g5GKTi,Seattle,Washington,47.6062095,-122.3320708
The Brew Kettle,i1jKN5,Strongsville,Ohio,41.3144966,-81.83569
Kodiak Island Brewing,ZyuzKm,Kodiak,Alaska,57.79,-152.4072222
Tractor Brewing,kyDYlq,Los Lunas,New Mexico,34.806166,-106.7333599
Blue & Gray Brewing,wzCyVT,Fredericksburg,Virginia,38.3031837,-77.4605399
Orlando Brewing,bTThBS,Orlando,Florida,28.5383355,-81.3792365
Millrose and Brewing,yqQtUG,South Barrington,Illinois,42.08725,-88.153035
Bias Vineyards,zAwi4U,Berger,Missouri,38.6742133,-91.338769
The Distillery,rIs450,Rochester,New York,43.16103,-77.6109219
Lunar Brewing,6CmF5z,Villa Park,Illinois,41.8897519,-87.9889543
New South Brewing,vDTfev,Myrtle Beach,South Carolina,33.6890603,-78.8866943
Elm City Brewing,vSkPKZ,Keene,New Hampshire,42.933692,-72.2781409
Harvest Moon Brewery,4JeSmy,Belt,Montana,47.387186,-110.9276606
Fort Collins Brewery,pMsqwL,Fort Collins,Colorado,40.5852602,-105.084423
Haverhill Brewery,RyG2qM,Haverhill,Massachusetts,42.7762015,-71.0772796
McCall Brewing,uiEA1s,McCall,Idaho,44.911006,-116.0987364
Berrywine Plantations,kl6De5,Mt. Airy,Maryland,39.3762145,-77.154704
Buffalo Brewpub,NO91LH,Williamsville,New York,42.963947,-78.7378091
Montgomery Brewing,9zVaSj,Montgomery,Alabama,32.3668052,-86.2999689
Blacksburg Brewing,3GI0hE,Blacksburg,Virginia,37.2295733,-80.4139393
Hams & Brewhouse,GohZ7B,Greenville,North Carolina,35.612661,-77.3663538
Huebert Brewing,V5TyHw,Oklahoma City,Oklahoma,35.4675602,-97.5164276
Northern Lights Brewing,t559gG,Spokane,Washington,47.6587802,-117.4260466
Pocono Brewing,n6c4kV,Swiftwater,Pennsylvania,41.0870971,-75.3280993
Adirondack Pub & Brewery,fToAQf,Lake George,New York,43.4261809,-73.7123408
Corner Pub,4CFzKV,Reedsburg,Wisconsin,43.5324809,-90.0026259
Aiken Brewing,WTq1ic,Aiken,South Carolina,33.5604168,-81.7195533
Gottberg Brew Pub,dgPFmw,Columbus,Nebraska,41.4302973,-97.3593904
Amicas Pizza & Microbrew,FS17Tg,Salida,Colorado,38.5347193,-105.9989022
Palisade Brewery,nPw4IG,Palisade,Colorado,39.1102587,-108.3509193
Jaipur & Brewpub,BXPVtl,Omaha,Nebraska,41.2523634,-95.9979883
Swashbuckler Brewing,O0n0Qn,Manheim,Pennsylvania,40.1634279,-76.3949614
Big Bear Mountain Brewery,Kuku1g,Big Bear Lake,California,34.2438963,-116.9114215
Thirsty Pagan Brewing,n6c4kV,Superior,Wisconsin,46.7207737,-92.1040796
Detroit Beer,5v7rLP,Detroit,Michigan,42.331427,-83.0457538
Nashoba Valley Winery,V2cXSI,Bolton,Massachusetts,42.4333333,-71.6083333
The Rock Wood Fired Pizza & Brewery,78kDjG,Tacoma,Washington,47.2528768,-122.4442906
Redstone Meadery,1eKpO5,Boulder,Colorado,40.0149856,-105.2705456
Turtle Mountain Brewing,emd8iK,Rio Rancho,New Mexico,35.2327544,-106.6630437
Hunter Gatherer Brewery & Alehouse,jivaao,Columbia,South Carolina,34.0007104,-81.0348144
Carlyle Brewing,SNmgo7,Rockford,Illinois,42.2711311,-89.0939952
Bent River Brewing,2RiVWQ,Moline,Illinois,41.5067003,-90.5151342
Red Car Brewery &,tp7cEF,Torrance,California,33.8358492,-118.3406288
Bonaventure Brewing,hiPKpK,Los Angeles,California,34.0522342,-118.2436849
Sequoia Brewing,l8xFof,Fresno,California,36.7468422,-119.7725868
Legacy Brewing,47iwhg,Reading,Pennsylvania,40.3356483,-75.9268747
Glacier Brewing,KrtTC2,Polson,Montana,47.6932004,-114.1631275
Big Boss Brewing,pwfPCD,Raleigh,North Carolina,35.772096,-78.6386145
Kellys & Brewpub,17Phxr,Albuquerque,New Mexico,35.110703,-106.609991
Yazoo Brewing,gUJBgl,Nashville,Tennessee,36.1666667,-86.7833333
Keegan Ales,CCuvov,Kingston,New York,41.9270367,-73.9973608
Bitter Creek Brewing,3KLGZL,Rock Springs,Wyoming,41.5874644,-109.2029043
Walkabout Brewing,vq7ekR,Central Point,Oregon,42.3759586,-122.9164307
Bobcat Cafe and Brewery,qlEuN1,Bristol,Vermont,44.1333769,-73.078928
Blue Corn Cafe & Brewery,NULflH,Santa Fe,New Mexico,35.6869752,-105.937799
Italian Oasis & Brewery,zILBWx,Littleton,New Hampshire,44.3061628,-71.7701237
Sin City Beer,s035nL,Las Vegas,Nevada,36.114646,-115.172816
The Traditional,K6BOqs,Culver,Oregon,44.5256753,-121.2130974
Front Street Brewery,77YOgn,Davenport,Iowa,41.5236437,-90.5776367
Saddleback Brewery,IDlepc,Rancho Santa Margarita,California,33.640855,-117.603104
Stadium Brewing,z6PfRf,Aliso Viejo,California,33.575,-117.725556
Green Man Brewing,kZAhYn,Asheville,North Carolina,35.5950581,-82.5514869
The Wellhead and Brewpub,dkSVf3,Artesia,New Mexico,32.8423345,-104.4032962
Huske Hardware House,uvpHuL,Fayetteville,North Carolina,35.0526641,-78.8783585
Bellwether Hard Cider,731M3y,Trumansburg,New York,42.5422939,-76.6660589
Etna Brewing,CEaXc6,Etna,California,41.4568065,-122.8947551
Bastone,sPZjl6,Royal Oak,Michigan,42.4894801,-83.1446485
Montana Brewing,FcH1ln,Billings,Montana,45.7832856,-108.5006904
Cape Ann Brewing,HCYbHl,Gloucester,Massachusetts,42.6159285,-70.6619888
Tracks Brewing,8eUkcP,Tooele,Utah,40.5307776,-112.29828
